RatingID,UserID,MovieID,Rating,Timestamp
65,SF_4719,1175,4.3,08-07-24
66,SF_5573,1455,2.6,07-09-24
67,SF_5321,1179,3.3,21-01-24
68,SF_449,3891,2.1,29-01-24
69,SF_5297,1595,3.8,07-11-24
70,SF_3634,1035,2.5,16-04-24
71,SF_2410,2409,2.5,13-10-24
72,SF_1711,2636,1.3,23-07-24
73,SF_4157,3856,2.6,14-03-24
74,SF_5469,3845,2,06-08-24
75,SF_2959,3687,1.2,14-02-24
76,SF_5593,675,4,09-01-24
77,SF_2324,3848,2.7,30-04-24
78,SF_1262,1643,2.7,28-02-24
79,SF_5657,1930,1.5,19-09-24
80,SF_5631,923,5,08-04-24
81,SF_1758,3023,4.2,03-11-24
82,SF_798,3457,2.7,24-05-24
83,SF_3410,1980,3,24-03-24
84,SF_5970,3496,4.7,16-04-24
85,SF_817,3677,4.2,08-09-24
86,SF_4563,295,3.4,23-11-24
87,SF_4523,2248,3.4,04-10-24
88,SF_5328,1084,4.9,21-10-24
89,SF_3294,1754,3.9,18-04-24
90,SF_4900,3588,4.2,17-04-24
91,SF_574,3143,1.4,04-07-24
92,SF_2921,1354,4.7,23-05-24
93,SF_2088,665,4.3,18-11-24
94,SF_4333,815,3.3,19-09-24
95,SF_5850,2922,2.5,26-04-24
96,SF_1893,1816,2.9,22-06-24
97,SF_4575,1610,2.3,09-10-24
98,SF_3654,3668,4.9,26-07-24
99,SF_2561,3270,1.5,30-06-24
100,SF_5338,1163,1.8,25-05-24
101,SF_2729,933,2.9,02-12-24
102,SF_1187,3448,3.9,30-12-23
103,SF_2969,2348,3.7,14-07-24
104,SF_4965,1002,1.7,03-03-24
105,SF_3953,1523,2,18-11-24
106,SF_3712,365,2.2,28-09-24
107,SF_2982,1981,1.6,16-10-24
108,SF_3963,3156,4.6,14-09-24
109,SF_3845,2669,1.2,29-09-24
110,SF_2408,1397,3.1,31-07-24
111,SF_543,988,2.5,07-01-24
112,SF_247,2995,1.8,16-01-24
113,SF_5742,1032,1.5,27-06-24
114,SF_5625,3320,3.2,05-05-24
115,SF_4557,3158,2.5,10-10-24
116,SF_4287,2385,5,01-10-24
117,SF_3177,1415,2.3,15-10-24
118,SF_1122,1727,4.1,29-08-24
119,SF_2463,134,1.6,01-04-24
120,SF_983,3511,3.9,04-11-24
121,SF_1768,3728,2.9,23-07-24
122,SF_1228,3796,3.6,05-06-24
123,SF_4444,1891,2.5,10-02-24
124,SF_2642,2121,4.2,05-05-24
125,SF_13,2817,2.9,24-05-24
126,SF_4555,1911,2.2,24-03-24
127,SF_3657,1147,4.5,29-06-24
128,SF_1147,1630,1.4,17-05-24
129,SF_1181,773,1.5,01-06-24
130,SF_1345,1222,3.1,06-06-24
131,SF_4644,264,2.7,18-10-24
132,SF_2392,1309,4.9,15-05-24
133,SF_159,148,3.1,02-09-24
134,SF_2922,1186,4.1,06-03-24
135,SF_4416,1633,1.7,16-11-24
136,SF_619,2569,3.5,22-10-24
137,SF_5183,896,1.4,22-01-24
138,SF_4615,3446,4,24-06-24
139,SF_3738,2131,4.6,07-08-24
140,SF_2135,3534,1.9,31-05-24
141,SF_3510,2827,2.1,17-02-24
142,SF_5834,2650,4.7,17-05-24
143,SF_822,2767,3,25-09-24
144,SF_4725,2623,1.6,21-08-24
145,SF_586,2044,2.9,01-04-24
146,SF_1997,546,1.8,29-04-24
147,SF_4572,2915,2.3,04-05-24
148,SF_5189,3732,1.7,28-06-24
149,SF_463,2172,3.7,05-07-24
150,SF_3696,467,2.3,28-07-24
151,SF_2315,959,3.3,04-07-24
152,SF_771,2698,2.9,18-01-24
153,SF_2930,1238,3.8,10-04-24
154,SF_3271,3866,4.3,02-06-24
155,SF_606,3544,1.3,06-10-24
156,SF_1491,834,2.9,14-05-24
157,SF_4637,9,3.5,27-01-24
158,SF_2137,2758,2.4,02-05-24
159,SF_786,2683,3.5,01-01-24
160,SF_2114,1859,3.9,15-12-23
161,SF_2671,642,2.2,15-12-23
162,SF_1696,213,3.7,29-04-24
163,SF_347,3591,1.1,16-04-24
164,SF_796,3774,1.2,27-04-24
165,SF_37,603,1.7,23-02-24
166,SF_5226,1570,3.2,22-05-24
167,SF_3617,2943,2.4,12-03-24
168,SF_1920,1812,4.6,12-08-24
169,SF_2968,442,4.7,02-08-24
170,SF_619,1129,3.4,17-11-24
171,SF_2435,2018,1.2,25-12-23
172,SF_1395,293,3.9,10-03-24
173,SF_5665,3070,4.2,28-06-24
174,SF_4367,904,3.7,22-04-24
175,SF_1552,2707,2.3,26-07-24
176,SF_1822,82,1.8,29-09-24
177,SF_333,3510,1.8,02-11-24
178,SF_4243,358,1,18-03-24
179,SF_1076,691,2,15-06-24
180,SF_766,3058,3.4,04-03-24
181,SF_5052,2172,2.8,21-09-24
182,SF_4293,2615,3.4,03-04-24
183,SF_5657,2966,3.7,08-02-24
184,SF_2121,2409,2.6,10-05-24
185,SF_2596,492,4.3,10-01-24
186,SF_319,3899,3.9,12-01-24
187,SF_4086,1280,2,16-12-23
188,SF_1246,3480,3.9,27-01-24
189,SF_4562,657,3.3,25-01-24
190,SF_1510,1054,3.7,09-04-24
191,SF_1567,1268,3.7,12-10-24
192,SF_5366,584,4.4,24-03-24
193,SF_4009,3003,4.9,01-10-24
194,SF_45,3006,1.7,25-07-24
195,SF_3697,1175,3.1,11-05-24
196,SF_1134,3226,2.5,26-01-24
197,SF_4966,3828,1.9,23-01-24
198,SF_5442,321,1.4,14-08-24
199,SF_3997,671,1.2,08-08-24
200,SF_1861,1986,1.2,03-07-24
201,SF_3246,3254,3.6,26-09-24
202,SF_3050,2787,3.9,17-10-24
203,SF_2282,2500,1,29-02-24
204,SF_4651,1651,3.6,30-03-24
205,SF_2351,628,4.6,20-12-23
206,SF_4006,403,3.3,07-12-24
207,SF_3897,1952,1.9,05-07-24
208,SF_4108,978,2.5,16-04-24
209,SF_4570,1180,3.7,23-11-24
210,SF_4881,531,3.2,07-08-24
211,SF_4268,1479,3.1,18-12-23
212,SF_3323,2452,4.6,07-07-24
213,SF_5802,766,3.3,02-06-24
214,SF_1135,2425,3,19-11-24
215,SF_4406,1989,1.7,24-02-24
216,SF_3299,581,4,07-06-24
217,SF_5794,3501,4.1,29-03-24
218,SF_4805,1322,3.8,13-07-24
219,SF_3182,3873,2.5,13-11-24
220,SF_3006,2125,3.3,19-02-24
221,SF_4672,2640,2.1,27-03-24
222,SF_2448,1140,4.3,25-02-24
223,SF_3422,888,1.7,02-12-24
224,SF_765,968,3.4,20-03-24
225,SF_4813,2938,4.2,08-03-24
226,SF_76,3126,1.9,28-11-24
227,SF_3750,2214,4.9,13-01-24
228,SF_2398,3812,3.5,01-02-24
229,SF_3877,3318,4.1,19-06-24
230,SF_3020,1601,1,02-07-24
231,SF_217,516,2.8,19-07-24
232,SF_169,56,4.8,19-12-23
233,SF_5127,2152,3.7,01-02-24
234,SF_4169,1364,3.9,23-08-24
235,SF_5902,3856,4,04-12-24
236,SF_2435,593,1.3,22-09-24
237,SF_567,2814,2.7,31-07-24
238,SF_4829,2017,2.5,15-01-24
239,SF_3454,1699,1.1,10-08-24
240,SF_167,181,2.6,09-02-24
241,SF_5578,366,3,21-10-24
242,SF_3418,2755,2.5,15-01-24
243,SF_8,3001,1.8,05-05-24
244,SF_1124,3712,2.1,20-01-24
245,SF_5823,1748,1.3,11-08-24
246,SF_592,2596,3.8,10-02-24
247,SF_614,3136,3.2,14-11-24
248,SF_1197,1482,2.8,05-02-24
249,SF_4928,1165,1.1,10-09-24
250,SF_274,342,1.7,25-02-24
251,SF_3808,2890,1.3,10-03-24
252,SF_3941,892,1.2,13-10-24
253,SF_1931,2842,3.2,26-01-24
254,SF_451,93,4.3,22-08-24
255,SF_4206,399,2,17-06-24
256,SF_3555,3115,4.7,01-01-24
257,SF_769,3718,4.6,16-07-24
258,SF_3311,2335,2.8,14-12-23
259,SF_2743,2619,2.9,17-01-24
260,SF_3907,1170,2.1,03-01-24
261,SF_5245,1424,2.1,21-02-24
262,SF_172,37,3.1,05-09-24
263,SF_5671,3778,3.1,25-08-24
264,SF_3506,3237,4.3,21-06-24
265,SF_26,2055,3.6,22-10-24
266,SF_3668,294,3,06-06-24
267,SF_1869,504,4.3,02-07-24
268,SF_4262,1961,2.2,15-08-24
269,SF_2429,943,2.4,13-07-24
270,SF_745,3744,4.1,12-02-24
271,SF_3279,3107,2.1,11-11-24
272,SF_977,2679,4.7,10-03-24
273,SF_64,3870,3.5,29-07-24
274,SF_438,241,2,30-08-24
275,SF_3658,3257,3.5,05-05-24
276,SF_1542,1434,4.6,07-09-24
277,SF_4372,3686,3.1,24-12-23
278,SF_120,1330,3.9,01-09-24
279,SF_4340,3549,1.7,28-12-23
280,SF_4862,3562,4.2,01-11-24
281,SF_2954,2022,3,21-06-24
282,SF_136,659,3.9,29-03-24
283,SF_3983,3282,2.7,19-01-24
284,SF_3205,2091,4.5,25-10-24
285,SF_1403,2542,1.9,17-01-24
286,SF_5840,3187,1.1,18-07-24
287,SF_1330,1768,1.9,24-09-24
288,SF_5658,1176,4.7,24-01-24
289,SF_540,3368,3.9,03-05-24
290,SF_3161,839,4.3,23-06-24
291,SF_89,962,3.6,03-01-24
292,SF_4228,8,2.7,07-09-24
293,SF_2905,1156,1.3,09-08-24
294,SF_616,31,1.2,23-05-24
295,SF_625,2761,4.3,03-02-24
296,SF_1080,1413,3.3,11-05-24
297,SF_1684,267,2.3,25-04-24
298,SF_2378,3376,2.6,20-05-24
299,SF_6028,765,2.8,29-07-24
300,SF_5279,1400,4.7,31-12-23
301,SF_942,1516,1.5,08-03-24
302,SF_5914,1733,2.6,22-07-24
303,SF_1146,75,1,24-05-24
304,SF_1108,3540,1.4,05-03-24
305,SF_5335,7,4.7,18-01-24
306,SF_4800,1307,4.8,27-12-23
307,SF_4960,3295,2.7,14-08-24
308,SF_78,959,1.2,25-06-24
309,SF_959,2433,4.3,26-12-23
310,SF_2522,3090,1.6,14-05-24
311,SF_5964,2403,1.2,05-09-24
312,SF_1377,922,2,16-09-24
313,SF_4114,1726,2.2,29-05-24
314,SF_1652,3009,2.4,08-01-24
315,SF_1419,2472,4.2,01-01-24
316,SF_2775,1814,2.4,06-12-24
317,SF_932,3814,2.6,06-05-24
318,SF_1518,352,1.7,19-06-24
319,SF_3877,3049,3.7,30-10-24
320,SF_4388,2554,2,28-10-24
321,SF_3928,3652,2.2,20-06-24
322,SF_3939,2976,1.3,02-07-24
323,SF_620,2750,3.2,10-12-24
324,SF_2059,1871,3.1,06-12-24
325,SF_779,2642,4.7,10-01-24
326,SF_1378,3814,3.1,18-08-24
327,SF_465,3379,4.6,22-10-24
328,SF_483,2664,2.1,13-07-24
329,SF_3804,1246,4.9,19-03-24
330,SF_1311,2500,3.6,27-11-24
331,SF_4931,2337,2.4,08-03-24
332,SF_2019,2950,4.9,30-08-24
333,SF_5229,1683,4,03-01-24
334,SF_5301,2210,3.1,11-05-24
335,SF_1609,237,2.2,10-04-24
336,SF_4599,888,5,14-04-24
337,SF_1450,2383,2.6,09-11-24
338,SF_4489,3084,4.2,10-05-24
339,SF_5215,3290,2.7,13-12-23
340,SF_3611,609,3.6,05-05-24
341,SF_3782,1059,4.3,16-12-23
342,SF_952,1499,1.3,21-05-24
343,SF_3067,164,3.2,21-03-24
344,SF_2762,743,2.9,17-02-24
345,SF_5981,3898,2.1,02-03-24
346,SF_1308,129,1.3,09-10-24
347,SF_5568,2788,4.4,27-08-24
348,SF_5577,1046,2,20-11-24
349,SF_4925,3411,1.1,05-12-24
350,SF_3883,1025,1.7,12-02-24
351,SF_3883,1005,4.9,30-12-23
352,SF_5139,3777,1.2,06-01-24
353,SF_5879,1804,2.8,24-09-24
354,SF_4652,24,3.5,08-11-24
355,SF_347,341,1.2,16-08-24
356,SF_5773,2014,3,03-05-24
357,SF_5791,2039,3.1,16-03-24
358,SF_2058,2771,3.1,08-05-24
359,SF_5145,1772,4.5,31-10-24
360,SF_1415,942,3.9,04-06-24
361,SF_2365,1853,3.6,03-08-24
362,SF_2025,2970,3.8,13-02-24
363,SF_3382,2060,3.7,05-04-24
364,SF_2394,2343,1.6,09-04-24
365,SF_2021,2032,1.9,26-03-24
366,SF_1593,542,1.7,10-10-24
367,SF_1137,319,5,10-01-24
368,SF_1844,1550,4.1,21-10-24
369,SF_2645,1156,2.3,30-04-24
370,SF_526,2472,2,02-05-24
371,SF_2024,402,2.5,16-10-24
372,SF_5662,1055,2.8,01-04-24
373,SF_5547,1281,4.3,10-08-24
374,SF_5093,1793,1.1,02-07-24
375,SF_3952,2326,4.9,21-12-23
376,SF_2073,3533,4.8,02-02-24
377,SF_3709,2404,2.4,20-01-24
378,SF_5055,3647,1.5,10-01-24
379,SF_2693,3131,3.3,14-03-24
380,SF_2115,1393,4,03-08-24
381,SF_3737,3025,4.8,19-02-24
382,SF_5620,1336,4,18-04-24
383,SF_3229,318,2.6,24-12-23
384,SF_1008,1353,1.2,16-01-24
385,SF_635,378,2.3,06-07-24
386,SF_2164,1426,2.4,10-04-24
387,SF_2161,3306,1,25-01-24
388,SF_5191,1741,4.5,14-12-23
389,SF_5051,887,2.1,22-05-24
390,SF_3103,621,3.8,27-06-24
391,SF_5094,3077,2.5,13-03-24
392,SF_4876,3926,3.6,16-03-24
393,SF_4982,3393,4.3,09-12-24
394,SF_2922,690,1.6,25-10-24
395,SF_4324,2369,4.1,14-05-24
396,SF_2479,2893,3,16-09-24
397,SF_4915,1987,1.6,24-08-24
398,SF_3998,3428,3.6,24-01-24
399,SF_2866,3305,2,24-04-24
400,SF_5290,2052,4.6,19-02-24
401,SF_1213,552,3.3,15-03-24
402,SF_5304,1985,3.1,29-01-24
403,SF_1873,875,1.1,28-03-24
404,SF_749,1204,3,29-01-24
405,SF_5775,479,1.1,07-07-24
406,SF_4779,1722,3.1,15-10-24
407,SF_3757,2459,1.9,30-08-24
408,SF_569,3835,4.8,24-05-24
409,SF_4175,1262,4.2,04-11-24
410,SF_3826,2328,2.7,28-10-24
411,SF_875,2977,2,12-06-24
412,SF_5042,2153,4.3,10-11-24
413,SF_934,3615,1.1,17-12-23
414,SF_3400,1764,3.7,24-11-24
415,SF_5028,2236,1.8,03-07-24
416,SF_2057,232,1.8,16-04-24
417,SF_163,2816,4.7,30-05-24
418,SF_732,3129,5,30-11-24
419,SF_5683,2474,2.2,08-04-24
420,SF_3331,2659,3.8,28-02-24
421,SF_863,1360,1.6,03-01-24
422,SF_1233,2200,4.6,14-04-24
423,SF_5419,3922,3.2,23-08-24
424,SF_2250,2477,1.3,02-04-24
425,SF_4085,1566,1.3,06-04-24
426,SF_2819,872,4.6,02-02-24
427,SF_5929,3256,1.5,02-01-24
428,SF_1109,1693,1.7,21-08-24
429,SF_759,3077,3.6,17-11-24
430,SF_1193,2472,1.7,25-01-24
431,SF_723,725,3.8,21-01-24
432,SF_3063,118,2,19-04-24
433,SF_5401,2374,4.5,06-06-24
434,SF_4899,47,2.3,03-05-24
435,SF_3227,802,3.8,20-01-24
436,SF_3817,3583,2.9,02-01-24
437,SF_616,3348,2.5,10-03-24
438,SF_2574,1136,3,27-03-24
439,SF_2973,2697,1.1,13-07-24
440,SF_5152,2282,4.8,28-01-24
441,SF_5509,2779,2.8,23-06-24
442,SF_249,1543,3.5,05-08-24
443,SF_2659,1917,4.4,13-06-24
444,SF_5465,388,2.8,02-06-24
445,SF_1091,3559,1.9,18-08-24
446,SF_1587,2826,1.7,04-03-24
447,SF_310,2956,4.6,16-05-24
448,SF_340,968,3.9,16-12-23
449,SF_5631,5,3.5,17-12-23
450,SF_825,3703,3.4,29-11-24
451,SF_4183,2829,1.3,09-04-24
452,SF_1456,133,1.7,03-08-24
453,SF_4860,211,1.5,09-11-24
454,SF_1431,3671,4.5,14-03-24
455,SF_2021,2562,4.7,10-11-24
456,SF_3489,3932,1.4,19-03-24
457,SF_5029,1916,2.8,26-08-24
458,SF_1978,3894,1.3,20-08-24
459,SF_3620,3736,1.4,09-09-24
460,SF_994,1274,4.3,01-12-24
461,SF_2115,1486,1.4,18-09-24
462,SF_4679,1872,2.6,20-11-24
463,SF_3591,2933,3.1,20-10-24
464,SF_3649,3724,1.1,02-04-24
465,SF_4475,2345,4.2,07-10-24
466,SF_5643,1546,4.9,20-05-24
467,SF_1806,1936,4.3,29-08-24
468,SF_1621,3906,4.8,04-09-24
469,SF_1570,3493,2.6,05-01-24
470,SF_1714,2069,1.7,03-12-24
471,SF_3914,705,3,21-02-24
472,SF_2848,801,2.9,20-04-24
473,SF_4837,1515,2.2,29-01-24
474,SF_5301,3511,3.1,09-10-24
475,SF_4971,3132,1.3,27-03-24
476,SF_2521,3226,3.8,07-05-24
477,SF_5104,169,3.3,02-02-24
478,SF_3630,3321,2.5,13-06-24
479,SF_644,1236,2.3,27-03-24
480,SF_3311,2314,4.5,24-05-24
481,SF_5955,2308,1,17-10-24
482,SF_4486,1035,2.2,27-09-24
483,SF_3351,2476,4.8,16-07-24
484,SF_17,2500,2.9,18-09-24
485,SF_845,487,3.6,17-09-24
486,SF_1152,3327,2.2,20-05-24
487,SF_4289,2351,4.8,18-11-24
488,SF_870,2887,2.8,12-07-24
489,SF_2562,2836,1.6,31-03-24
490,SF_3259,3806,4.5,05-07-24
491,SF_4814,75,2.7,27-09-24
492,SF_2547,1248,2.7,01-01-24
493,SF_3177,949,4,24-02-24
494,SF_1736,1656,1.4,29-07-24
495,SF_4943,1660,4.1,25-06-24
496,SF_3165,387,4.6,30-11-24
497,SF_2569,2923,3.8,28-07-24
498,SF_297,1565,3.6,04-12-24
499,SF_4236,2926,1,10-05-24
500,SF_2019,2332,4.4,22-12-23
501,SF_153,1179,3,30-11-24
502,SF_4566,1888,2.3,04-09-24
503,SF_1187,3254,3,29-06-24
504,SF_3928,338,1.7,15-05-24
505,SF_16,3787,2.4,08-02-24
506,SF_3803,1125,2.8,25-12-23
507,SF_3963,2091,2.3,15-07-24
508,SF_1827,3847,3.3,16-03-24
509,SF_3479,2360,4.6,02-10-24
510,SF_4768,1309,1.1,31-07-24
511,SF_4198,1941,2.4,27-07-24
512,SF_1972,1269,3.3,28-01-24
513,SF_4990,32,3,27-09-24
514,SF_3303,1024,4.7,11-01-24
515,SF_2819,3074,4.2,04-02-24
516,SF_5629,2204,2.9,29-09-24
517,SF_4681,3307,4.3,04-01-24
518,SF_2475,1284,5,15-01-24
519,SF_1645,1024,1.8,12-01-24
520,SF_3370,3441,3.3,04-05-24
521,SF_1845,2379,4.7,28-09-24
522,SF_4165,2800,2.6,27-06-24
523,SF_5436,1947,3.1,27-01-24
524,SF_3056,1064,4.6,19-01-24
525,SF_1404,359,2.9,28-04-24
526,SF_3903,1991,3.9,12-10-24
527,SF_2655,3166,1.8,23-12-23
528,SF_4929,3855,4.4,25-04-24
529,SF_1378,2083,5,07-11-24
530,SF_3203,3807,1.7,23-11-24
531,SF_402,3866,1.6,28-06-24
532,SF_331,1599,3.3,02-05-24
533,SF_1978,2970,3.3,03-09-24
534,SF_3037,276,4.3,21-02-24
535,SF_4551,909,3.5,16-06-24
536,SF_4548,1196,3.8,11-08-24
537,SF_2238,1872,3.1,17-09-24
538,SF_5677,3824,4.1,07-09-24
539,SF_2339,399,1.8,03-06-24
540,SF_1449,738,1.6,02-08-24
541,SF_2485,3625,4.5,02-11-24
542,SF_143,1671,3.4,24-10-24
543,SF_5032,3484,4.2,30-12-23
544,SF_4786,3699,2.1,05-10-24
545,SF_1112,619,1.8,21-03-24
546,SF_5991,11,1.2,23-12-23
547,SF_5489,1989,3.3,04-11-24
548,SF_4903,2201,1.4,09-01-24
549,SF_4061,1845,3.3,20-01-24
550,SF_5154,3383,3.8,12-09-24
551,SF_4659,3530,1.9,05-07-24
552,SF_2102,1925,3.7,28-11-24
553,SF_4820,3952,3,08-01-24
554,SF_3172,961,1.5,12-11-24
555,SF_3524,1307,4.4,31-05-24
556,SF_1584,3585,1.4,05-07-24
557,SF_1496,1709,1.3,10-12-24
558,SF_2834,424,2.9,11-03-24
559,SF_4900,706,4.6,26-07-24
560,SF_3304,2728,4.9,20-06-24
561,SF_104,872,1.4,31-07-24
562,SF_5953,3576,2.3,04-03-24
563,SF_4425,3344,4.6,01-06-24
564,SF_4774,2469,2.7,28-05-24
565,SF_5970,2572,1.6,28-11-24
566,SF_1042,1479,4.3,24-06-24
567,SF_395,1303,3.5,23-11-24
568,SF_1149,2151,2.2,09-01-24
569,SF_1671,3291,4,05-02-24
570,SF_5685,2708,4.5,30-07-24
571,SF_629,2134,1.6,25-10-24
572,SF_678,3044,2.4,05-11-24
573,SF_5262,2870,2.3,02-06-24
574,SF_3496,3728,3.3,17-04-24
575,SF_1261,33,4,18-09-24
576,SF_1393,242,3.4,31-03-24
577,SF_2209,3332,1.8,01-08-24
578,SF_1951,519,2,08-09-24
579,SF_481,1112,2.4,27-07-24
580,SF_3766,248,4,25-02-24
581,SF_5094,748,3.2,19-06-24
582,SF_4988,3078,3.8,12-01-24
583,SF_2517,3113,1,08-11-24
584,SF_936,2511,2.5,06-09-24
585,SF_1190,2145,1.2,13-11-24
586,SF_922,2871,4.2,08-03-24
587,SF_1219,1845,1.8,09-05-24
588,SF_793,2746,2.8,22-12-23
589,SF_1180,2260,2.3,24-09-24
590,SF_3369,491,1.3,13-03-24
591,SF_25,187,1.1,26-02-24
592,SF_3791,1407,1,27-11-24
593,SF_3223,1945,4.3,19-05-24
594,SF_2545,331,2.9,13-04-24
595,SF_4455,2523,3.7,14-09-24
596,SF_1575,329,3.5,08-12-24
597,SF_3970,3839,2.6,26-04-24
598,SF_5086,913,2.9,19-12-23
599,SF_2320,3198,3,17-02-24
600,SF_1576,1834,4.2,04-05-24
601,SF_1942,1233,2,13-12-23
602,SF_4666,287,2.3,27-02-24
603,SF_58,2957,3.4,04-07-24
604,SF_4222,2844,1.6,01-07-24
605,SF_127,3613,3.5,19-01-24
606,SF_5152,2493,1.4,02-09-24
607,SF_5347,610,4.7,28-05-24
608,SF_2707,1894,3.8,20-01-24
609,SF_4520,3744,4.3,21-02-24
610,SF_2961,3199,2.1,20-04-24
611,SF_5460,3098,4.1,29-08-24
612,SF_6002,147,2.6,25-06-24
613,SF_5442,32,3.1,01-03-24
614,SF_3995,1905,1.4,20-03-24
615,SF_4613,3720,4.6,05-10-24
616,SF_1378,1595,2.2,15-06-24
617,SF_1634,2865,2.9,01-03-24
618,SF_1304,982,2.5,02-09-24
619,SF_5466,1065,1.4,06-08-24
620,SF_5501,2354,4.4,20-04-24
621,SF_1778,3552,3.8,05-12-24
622,SF_1823,2817,4.2,13-10-24
623,SF_3322,1050,1.2,26-11-24
624,SF_1200,264,2.4,26-01-24
625,SF_472,890,1.7,29-12-23
626,SF_1688,623,2.3,01-12-24
627,SF_745,3524,4.6,12-10-24
628,SF_3559,1251,2.7,14-06-24
629,SF_2299,110,1.8,07-07-24
630,SF_1484,1169,2.4,22-04-24
631,SF_803,3465,4.2,05-06-24
632,SF_636,199,3.5,02-05-24
633,SF_5186,244,2.9,07-06-24
634,SF_328,3275,3.9,05-07-24
635,SF_3606,3678,2.9,15-01-24
636,SF_1478,2792,3.1,24-06-24
637,SF_1546,1859,1.3,17-07-24
638,SF_2164,2449,4.4,05-01-24
639,SF_5345,861,1.6,04-01-24
640,SF_2668,2851,2.4,11-05-24
641,SF_3875,1360,1.4,02-11-24
642,SF_5690,3063,3.4,17-08-24
643,SF_3544,3149,4.2,03-05-24
644,SF_1255,3892,3.7,30-04-24
645,SF_3234,804,1.6,09-05-24
646,SF_5081,2371,1.7,03-09-24
647,SF_2419,1793,3.5,09-12-24
648,SF_3354,2130,1.5,15-08-24
649,SF_4983,1516,2.8,09-01-24
650,SF_2008,1222,4.3,29-06-24
651,SF_3498,327,1.5,18-08-24
652,SF_2867,1603,2.7,07-07-24
653,SF_4418,2068,4.6,04-02-24
654,SF_2919,2103,1.2,13-09-24
655,SF_3293,3765,2.1,15-03-24
656,SF_2782,3398,2.3,30-11-24
657,SF_4922,3838,4.2,03-05-24
658,SF_4109,2109,3.8,05-05-24
659,SF_422,3635,4.5,06-08-24
660,SF_4657,322,3.8,14-08-24
661,SF_1188,3615,3.3,08-10-24
662,SF_4920,2581,2.4,17-05-24
663,SF_5982,3925,2.9,30-06-24
664,SF_1849,1986,2.4,13-03-24
665,SF_4485,1098,4.8,26-08-24
666,SF_5263,543,1.7,21-11-24
667,SF_1823,3932,4.6,14-12-23
668,SF_1652,497,2.1,28-01-24
669,SF_1220,538,2.9,26-08-24
670,SF_370,1097,4.2,11-06-24
671,SF_5207,2480,1.9,24-02-24
672,SF_3837,2533,1.9,08-09-24
673,SF_6010,3046,3.8,05-07-24
674,SF_5394,668,1.3,17-08-24
675,SF_5310,3130,4,11-06-24
676,SF_1568,2778,2.8,19-02-24
677,SF_5288,2109,2.6,25-04-24
678,SF_5735,1509,1.2,30-06-24
679,SF_2268,3203,2.1,21-08-24
680,SF_2408,1792,2.1,03-08-24
681,SF_897,2361,2.7,27-07-24
682,SF_714,2514,2.6,04-06-24
683,SF_4765,3321,3,06-02-24
