MovieID,Title,Year,Genres,Language
84,"""Last Summer In The Hamptons""",1995,Comedy|Drama,German
85,"""Angels And Insects""",1995,Drama|Romance,Italian
86,"""White Squall""",1996,Adventure|Drama,Italian
87,"""Dunston Checks In""",1996,Children's|Comedy,Italian
88,"""Black Sheep""",1996,Comedy,English
89,"""Nick Of Time""",1995,Action|Thriller,English
90,"""The Journey Of August King""",1995,Drama,Italian
92,"""Mary Reilly""",1996,Drama|Thriller,Italian
93,"""Vampire In Brooklyn""",1995,Comedy|Romance,Spanish
94,"""Beautiful Girls""",1996,Drama,English
95,"""Broken Arrow""",1996,Action|Thriller,German
96,"""In The Bleak Midwinter""",1995,Comedy,English
97,"""Hate (Haine, La)""",1995,Drama,French
98,"""Shopping""",1994,Action|Thriller,Italian
99,"""Heidi Fleiss: Hollywood Madam""",1995,Documentary,Italian
100,"""City Hall""",1996,Drama|Thriller,Italian
101,"""Bottle Rocket""",1996,Comedy,English
102,"""Mr. Wrong""",1996,Comedy,French
103,"""Unforgettable""",1996,Thriller,German
104,"""Happy Gilmore""",1996,Comedy,German
105,"""The Bridges Of Madison County""",1995,Drama|Romance,Spanish
106,"""Nobody Loves Me (Keiner Liebt Mich)""",1994,Comedy|Drama,French
107,"""Muppet Treasure Island""",1996,Adventure|Children's|Comedy|Musical,French
108,"""Catwalk""",1995,Documentary,German
109,"""Headless Body In Topless Bar""",1995,Comedy,German
110,"""Braveheart""",1995,Action|Drama|War,Italian
111,"""Taxi Driver""",1976,Drama|Thriller,Spanish
112,"""Rumble In The Bronx""",1995,Action|Adventure|Crime,English
113,"""Before And After""",1996,Drama|Mystery,German
114,"""Margaret'S Museum""",1995,Drama,German
115,"""Happiness Is In The Field""",1995,Comedy,French
116,"""Anne Frank Remembered""",1995,Documentary,Spanish
117,"""The Young Poisoner'S Handbook""",1995,Crime,German
118,"""If Lucy Fell""",1996,Comedy|Romance,German
119,"""Steal Big, Steal Little""",1995,Comedy,Spanish
120,"""Race The Sun""",1996,Drama,English
121,"""The Boys Of St. Vincent""",1993,Drama,Spanish
122,"""Boomerang""",1992,Comedy|Romance,Spanish
123,"""Chungking Express""",1994,Drama|Mystery|Romance,German
124,"""The Star Maker (Uomo Delle Stelle, L')""",1995,Drama,English
125,"""Flirting With Disaster""",1996,Comedy,Spanish
126,"""The Neverending Story Iii""",1994,Adventure|Children's|Fantasy,Spanish
127,"""The Silence Of The Palace (Saimt El Qusur)""",1994,Drama,Italian
128,"""Jupiter'S Wife""",1994,Documentary,English
129,"""Pie In The Sky""",1995,Comedy|Romance,English
130,"""Angela""",1995,Drama,French
131,"""Frankie Starlight""",1995,Drama|Romance,English
132,"""Jade""",1995,Thriller,French
133,"""Nueba Yol""",1995,Comedy|Drama,Italian
134,"""Sonic Outlaws""",1995,Documentary,English
135,"""Down Periscope""",1996,Comedy,French
136,"""From The Journals Of Jean Seberg""",1995,Documentary,German
137,"""Man Of The Year""",1995,Documentary,Spanish
138,"""The Neon Bible""",1995,Drama,Spanish
139,"""Target""",1995,Action|Drama,English
140,"""Up Close And Personal""",1996,Drama|Romance,Spanish
141,"""The Birdcage""",1996,Comedy,French
142,"""Shadows (Cienie)""",1988,Drama,English
143,"""Gospa""",1995,Drama,English
144,"""The Brothers Mcmullen""",1995,Comedy,German
145,"""Bad Boys""",1995,Action,English
146,"""The Amazing Panda Adventure""",1995,Adventure|Children's,English
147,"""The Basketball Diaries""",1995,Drama,Spanish
148,"""An Awfully Big Adventure""",1995,Drama,Spanish
149,"""Amateur""",1994,Crime|Drama|Thriller,French
150,"""Apollo 13""",1995,Drama,Italian
151,"""Rob Roy""",1995,Drama|Romance|War,Italian
152,"""The Addiction""",1995,Horror,French
153,"""Batman Forever""",1995,Action|Adventure|Comedy|Crime,Spanish
154,"""Belle De Jour""",1967,Drama,Italian
155,"""Beyond Rangoon""",1995,Drama|War,Spanish
156,"""Blue In The Face""",1995,Comedy,Italian
157,"""Canadian Bacon""",1994,Comedy|War,French
158,"""Casper""",1995,Adventure|Children's,English
159,"""Clockers""",1995,Drama,German
160,"""Congo""",1995,Action|Adventure|Mystery|Sci-Fi,English
161,"""Crimson Tide""",1995,Drama|Thriller|War,Spanish
162,"""Crumb""",1994,Documentary,French
163,"""Desperado""",1995,Action|Romance|Thriller,Italian
164,"""Devil In A Blue Dress""",1995,Crime|Film-Noir|Mystery|Thriller,Italian
165,"""Die Hard: With A Vengeance""",1995,Action|Thriller,English
166,"""The Doom Generation""",1995,Comedy|Drama,Italian
167,"""Feast Of July""",1995,Drama,Spanish
168,"""First Knight""",1995,Action|Adventure|Drama|Romance,Italian
169,"""Free Willy 2: The Adventure Home""",1995,Adventure|Children's|Drama,German
170,"""Hackers""",1995,Action|Crime|Thriller,German
171,"""Jeffrey""",1995,Comedy,French
172,"""Johnny Mnemonic""",1995,Action|Sci-Fi|Thriller,German
173,"""Judge Dredd""",1995,Action|Adventure|Sci-Fi,Spanish
174,"""Jury Duty""",1995,Comedy,German
175,"""Kids""",1995,Drama,Italian
176,"""Living In Oblivion""",1995,Comedy,English
177,"""Lord Of Illusions""",1995,Horror,Spanish
178,"""Love & Human Remains""",1993,Comedy,Italian
179,"""Mad Love""",1995,Drama|Romance,French
180,"""Mallrats""",1995,Comedy,Spanish
181,"""Mighty Morphin Power Rangers: The Movie""",1995,Action|Children's,French
182,"""Moonlight And Valentino""",1995,Drama|Romance,Italian
183,"""Mute Witness""",1994,Thriller,English
184,"""Nadja""",1994,Drama,English
185,"""The Net""",1995,Sci-Fi|Thriller,German
186,"""Nine Months""",1995,Comedy,German
187,"""Party Girl""",1995,Comedy,German
188,"""The Prophecy""",1995,Horror,German
189,"""Reckless""",1995,Comedy,French
190,"""Safe""",1995,Thriller,German
191,"""The Scarlet Letter""",1995,Drama,Italian
192,"""The Show""",1995,Documentary,Italian
193,"""Showgirls""",1995,Drama,English
194,"""Smoke""",1995,Drama,Italian
195,"""Something To Talk About""",1995,Comedy|Drama|Romance,Italian
196,"""Species""",1995,Horror|Sci-Fi,English
197,"""The Stars Fell On Henrietta""",1995,Drama,German
198,"""Strange Days""",1995,Action|Crime|Sci-Fi,Spanish
199,"""The Umbrellas Of Cherbourg (Parapluies De Cherbourg, Les)""",1964,Drama|Musical,English
200,"""The Tie That Binds""",1995,Thriller,French
201,"""Three Wishes""",1995,Drama,German
202,"""Total Eclipse""",1995,Drama|Romance,French
203,"""To Wong Foo, Thanks For Everything! Julie Newmar""",1995,Comedy,French
204,"""Under Siege 2: Dark Territory""",1995,Action,Italian
205,"""Unstrung Heroes""",1995,Comedy|Drama,English
206,"""Unzipped""",1995,Documentary,German
207,"""A Walk In The Clouds""",1995,Drama|Romance,Italian
208,"""Waterworld""",1995,Action|Adventure,German
209,"""White Man'S Burden""",1995,Drama,English
210,"""Wild Bill""",1995,Western,German
211,"""The Browning Version""",1994,Drama,German
212,"""Bushwhacked""",1995,Comedy,German
213,"""Burnt By The Sun (Utomlyonnye Solntsem)""",1994,Drama,French
214,"""Before The Rain (Pred Dozhdot)""",1994,Drama,Spanish
215,"""Before Sunrise""",1995,Drama|Romance,English
216,"""Billy Madison""",1995,Comedy,German
217,"""The Babysitter""",1995,Drama|Thriller,Italian
218,"""Boys On The Side""",1995,Comedy|Drama,Italian
219,"""The Cure""",1995,Drama,Spanish
220,"""Castle Freak""",1995,Horror,English
222,"""Circle Of Friends""",1995,Drama|Romance,Italian
223,"""Clerks""",1994,Comedy,French
224,"""Don Juan Demarco""",1995,Comedy|Drama|Romance,German
225,"""Disclosure""",1994,Drama|Thriller,German
226,"""Dream Man""",1995,Thriller,Spanish
227,"""Drop Zone""",1994,Action,German
228,"""Destiny Turns On The Radio""",1995,Comedy,French
229,"""Death And The Maiden""",1994,Drama|Thriller,English
230,"""Dolores Claiborne""",1994,Drama|Thriller,Spanish
231,"""Dumb & Dumber""",1994,Comedy,English
232,"""Eat Drink Man Woman""",1994,Comedy|Drama,English
233,"""Exotica""",1994,Drama,German
234,"""Exit To Eden""",1994,Comedy,Spanish
235,"""Ed Wood""",1994,Comedy|Drama,French
236,"""French Kiss""",1995,Comedy|Romance,German
237,"""Forget Paris""",1995,Comedy|Romance,German
238,"""Far From Home: The Adventures Of Yellow Dog""",1995,Adventure|Children's,German
239,"""A Goofy Movie""",1995,Animation|Children's|Comedy|Romance,English
240,"""Hideaway""",1995,Thriller,Spanish
241,"""Fluke""",1995,Children's|Drama,German
242,"""Farinelli: Il Castrato""",1994,Drama|Musical,Spanish
243,"""Gordy""",1995,Comedy,German
244,"""Gumby: The Movie""",1995,Animation|Children's,Italian
245,"""The Glass Shield""",1994,Crime|Drama,Spanish
246,"""Hoop Dreams""",1994,Documentary,Spanish
247,"""Heavenly Creatures""",1994,Drama|Fantasy|Romance|Thriller,French
248,"""Houseguest""",1994,Comedy,German
249,"""Immortal Beloved""",1994,Drama|Romance,French
250,"""Heavyweights""",1994,Children's|Comedy,Italian
251,"""The Hunted""",1995,Action,English
252,"""I.Q.""",1994,Comedy|Romance,French
253,"""Interview With The Vampire""",1994,Drama|Horror,German
254,"""Jefferson In Paris""",1995,Drama,English
255,"""The Jerky Boys""",1994,Comedy,English
256,"""Junior""",1994,Comedy|Sci-Fi,Italian
257,"""Just Cause""",1995,Mystery|Thriller,Italian
258,"""A Kid In King Arthur'S Court""",1995,Adventure|Children's|Comedy|Fantasy|Romance,French
259,"""Kiss Of Death""",1995,Crime|Drama|Thriller,Italian
260,"""Star Wars: Episode Iv - A New Hope""",1977,Action|Adventure|Fantasy|Sci-Fi,Spanish
261,"""Little Women""",1994,Drama,French
262,"""A Little Princess""",1995,Children's|Drama,Italian
263,"""Ladybird Ladybird""",1994,Drama,Spanish
264,"""L'Enfer""",1994,Drama,German
265,"""Like Water For Chocolate (Como Agua Para Chocolate)""",1992,Drama|Romance,Spanish
266,"""Legends Of The Fall""",1994,Drama|Romance|War|Western,English
267,"""Major Payne""",1994,Comedy,French
268,"""Little Odessa""",1994,Drama,Italian
269,"""My Crazy Life (Mi Vida Loca)""",1993,Drama,Italian
270,"""Love Affair""",1994,Drama|Romance,French
271,"""Losing Isaiah""",1995,Drama,English
272,"""The Madness Of King George""",1994,Drama,German
273,"""Mary Shelley'S Frankenstein""",1994,Drama|Horror,French
274,"""Man Of The House""",1995,Comedy,Italian
275,"""Mixed Nuts""",1994,Comedy,French
276,"""Milk Money""",1994,Comedy|Romance,Italian
277,"""Miracle On 34Th Street""",1994,Drama,English
278,"""Miami Rhapsody""",1995,Comedy,Italian
279,"""My Family""",1995,Drama,Spanish
280,"""Murder In The First""",1995,Drama|Thriller,French
281,"""Nobody'S Fool""",1994,Drama,English
282,"""Nell""",1994,Drama,Spanish
283,"""New Jersey Drive""",1995,Crime|Drama,French
284,"""New York Cop""",1996,Action|Crime,Spanish
285,"""Beyond Bedlam""",1993,Drama|Horror,Spanish
286,"""Nemesis 2: Nebula""",1995,Action|Sci-Fi|Thriller,Spanish
287,"""Nina Takes A Lover""",1994,Comedy|Romance,Spanish
288,"""Natural Born Killers""",1994,Action|Thriller,German
289,"""Only You""",1994,Comedy|Romance,German
290,"""Once Were Warriors""",1994,Crime|Drama,Italian
291,"""Poison Ivy Ii""",1995,Thriller,English
292,"""Outbreak""",1995,Action|Drama|Thriller,French
293,"""The Professional (A.K.A. Leon: The Professional)""",1994,Crime|Drama|Romance|Thriller,Italian
294,"""The Perez Family""",1995,Comedy|Romance,Italian
295,"""A Pyromaniac'S Love Story""",1995,Comedy|Romance,German
296,"""Pulp Fiction""",1994,Crime|Drama,German
297,"""Panther""",1995,Drama,German
298,"""Pushing Hands""",1992,Comedy,German
299,"""Priest""",1994,Drama,German
300,"""Quiz Show""",1994,Drama,Spanish
301,"""Picture Bride""",1995,Drama|Romance,German
302,"""Queen Margot (La Reine Margot)""",1994,Drama|Romance,Italian
303,"""The Quick And The Dead""",1995,Action|Adventure|Western,German
304,"""Roommates""",1995,Comedy|Drama,German
305,"""Ready To Wear (Pret-A-Porter)""",1994,Comedy,Italian
306,"""Three Colors: Red""",1994,Drama,English
307,"""Three Colors: Blue""",1993,Drama,English
308,"""Three Colors: White""",1994,Drama,Italian
309,"""Red Firecracker, Green Firecracker""",1994,Drama,German
310,"""Rent-A-Kid""",1995,Comedy,German
311,"""Relative Fear""",1994,Horror|Thriller,German
312,"""Stuart Saves His Family""",1995,Comedy,Spanish
313,"""The Swan Princess""",1994,Animation|Children's,French
314,"""The Secret Of Roan Inish""",1994,Drama,French
315,"""The Specialist""",1994,Action,Italian
316,"""Stargate""",1994,Action|Adventure|Sci-Fi,French
317,"""The Santa Clause""",1994,Children's|Comedy|Fantasy,German
318,"""The Shawshank Redemption""",1994,Drama,French
319,"""Shallow Grave""",1994,Thriller,French
320,"""Suture""",1993,Film-Noir|Thriller,English
321,"""Strawberry And Chocolate (Fresa Y Chocolate)""",1993,Drama,English
322,"""Swimming With Sharks""",1995,Comedy|Drama,English
324,"""The Sum Of Us""",1994,Comedy,German
325,"""National Lampoon'S Senior Trip""",1995,Comedy,German
326,"""To Live (Huozhe)""",1994,Drama,English
327,"""Tank Girl""",1995,Action|Comedy|Musical|Sci-Fi,Italian
328,"""Tales From The Crypt Presents: Demon Knight""",1995,Horror,French
329,"""Star Trek: Generations""",1994,Action|Adventure|Sci-Fi,German
330,"""Tales From The Hood""",1995,Comedy|Horror,Spanish
331,"""Tom & Viv""",1994,Drama,German
332,"""Village Of The Damned""",1995,Horror|Sci-Fi,Italian
333,"""Tommy Boy""",1995,Comedy,English
334,"""Vanya On 42Nd Street""",1994,Drama,German
335,"""The Underneath""",1995,Mystery|Thriller,French
336,"""The Walking Dead""",1995,Drama|War,French
337,"""What'S Eating Gilbert Grape""",1993,Drama,German
338,"""Virtuosity""",1995,Sci-Fi|Thriller,German
339,"""While You Were Sleeping""",1995,Comedy|Romance,Spanish
340,"""The War""",1994,Adventure|Drama,German
341,"""Double Happiness""",1994,Drama,Italian
342,"""Muriel'S Wedding""",1994,Comedy|Romance,French
343,"""The Baby-Sitters Club""",1995,Children's,English
344,"""Ace Ventura: Pet Detective""",1994,Comedy,English
345,"""The Adventures Of Priscilla, Queen Of The Desert""",1994,Comedy|Drama,Spanish
346,"""Backbeat""",1993,Drama|Musical,French
347,"""Bitter Moon""",1992,Drama,English
348,"""Bullets Over Broadway""",1994,Comedy,Spanish
349,"""Clear And Present Danger""",1994,Action|Adventure|Thriller,Spanish
350,"""The Client""",1994,Drama|Mystery|Thriller,French
351,"""Corrina, Corrina""",1994,Comedy|Drama|Romance,French
352,"""Crooklyn""",1994,Comedy,French
353,"""The Crow""",1994,Action|Romance|Thriller,French
354,"""Cobb""",1994,Drama,English
355,"""The Flintstones""",1994,Children's|Comedy,French
356,"""Forrest Gump""",1994,Comedy|Romance|War,English
357,"""Four Weddings And A Funeral""",1994,Comedy|Romance,Spanish
358,"""Higher Learning""",1995,Drama,French
359,"""I Like It Like That""",1994,Comedy|Drama|Romance,Italian
360,"""I Love Trouble""",1994,Action|Comedy,German
361,"""It Could Happen To You""",1994,Drama|Romance,Italian
362,"""The Jungle Book""",1994,Adventure|Children's|Romance,English
363,"""The Wonderful, Horrible Life Of Leni Riefenstahl (Die Macht Der Bilder)""",1993,Documentary,Italian
364,"""The Lion King""",1994,Animation|Children's|Musical,Spanish
365,"""Little Buddha""",1993,Drama,French
366,"""Wes Craven'S New Nightmare""",1994,Horror,French
367,"""The Mask""",1994,Comedy|Crime|Fantasy,German
368,"""Maverick""",1994,Action|Comedy|Western,French
369,"""Mrs. Parker And The Vicious Circle""",1994,Drama,Spanish
370,"""Naked Gun 33 1/3: The Final Insult""",1994,Comedy,German
371,"""The Paper""",1994,Comedy|Drama,Italian
372,"""Reality Bites""",1994,Comedy|Drama,Spanish
373,"""Red Rock West""",1992,Thriller,French
374,"""Richie Rich""",1994,Children's|Comedy,Spanish
375,"""Safe Passage""",1994,Drama,German
376,"""The River Wild""",1994,Action|Thriller,German
377,"""Speed""",1994,Action|Romance|Thriller,Italian
378,"""Speechless""",1994,Comedy|Romance,Spanish
379,"""Timecop""",1994,Action|Sci-Fi,Italian
380,"""True Lies""",1994,Action|Adventure|Comedy|Romance,Italian
381,"""When A Man Loves A Woman""",1994,Drama,Italian
382,"""Wolf""",1994,Drama|Horror,French
383,"""Wyatt Earp""",1994,Western,French
384,"""Bad Company""",1995,Action,English
385,"""A Man Of No Importance""",1994,Drama,German
386,"""S.F.W.""",1994,Drama,Spanish
387,"""A Low Down Dirty Shame""",1994,Action|Comedy,German
388,"""Boys Life""",1995,Drama,French
389,"""Le Colonel Chabert""",1994,Drama|Romance|War,Italian
390,"""Faster Pussycat! Kill! Kill!""",1965,Action|Comedy|Drama,German
391,"""Jason'S Lyric""",1994,Crime|Drama,Italian
392,"""The Secret Adventures Of Tom Thumb""",1993,Adventure|Children's,German
393,"""Street Fighter""",1994,Action,Italian
394,"""Coldblooded""",1995,Action,German
395,"""Desert Winds""",1995,Drama,French
396,"""Fall Time""",1995,Drama,English
397,"""The Fear""",1995,Horror,French
398,"""Frank And Ollie""",1995,Documentary,Italian
399,"""Girl In The Cadillac""",1995,Drama,French
400,"""Homage""",1995,Drama,Italian
401,"""Mirage""",1995,Action|Thriller,Italian
402,"""Open Season""",1996,Comedy,Italian
403,"""Two Crimes""",1995,Comedy|Crime|Drama,French
404,"""Brother Minister: The Assassination Of Malcolm X""",1994,Documentary,English
405,"""Highlander Iii: The Sorcerer""",1994,Action|Sci-Fi,Italian
406,"""Federal Hill""",1994,Drama,English
407,"""In The Mouth Of Madness""",1995,Horror|Thriller,French
408,"""8 Seconds""",1994,Drama,French
409,"""Above The Rim""",1994,Drama,French
410,"""Addams Family Values""",1993,Comedy,French
411,"""You So Crazy""",1994,Comedy,German
412,"""The Age Of Innocence""",1993,Drama,Spanish
413,"""Airheads""",1994,Comedy,German
414,"""The Air Up There""",1994,Comedy,Spanish
415,"""Another Stakeout""",1993,Comedy|Thriller,German
416,"""Bad Girls""",1994,Western,German
417,"""Barcelona""",1994,Comedy|Romance,French
418,"""Being Human""",1993,Drama,English
419,"""The Beverly Hillbillies""",1993,Comedy,English
420,"""Beverly Hills Cop Iii""",1994,Action|Comedy,Italian
421,"""Black Beauty""",1994,Adventure|Children's,French
422,"""Blink""",1994,Thriller,Spanish
423,"""Blown Away""",1994,Action|Thriller,English
424,"""Blue Chips""",1994,Drama,Italian
425,"""Blue Sky""",1994,Drama|Romance,Italian
426,"""Body Snatchers""",1993,Horror|Sci-Fi|Thriller,Italian
427,"""Boxing Helena""",1993,Mystery|Romance|Thriller,French
428,"""A Bronx Tale""",1993,Drama,Spanish
429,"""Cabin Boy""",1994,Comedy,French
430,"""Calendar Girl""",1993,Drama,Spanish
431,"""Carlito'S Way""",1993,Crime|Drama,English
432,"""City Slickers Ii: The Legend Of Curly'S Gold""",1994,Comedy|Western,Spanish
433,"""Clean Slate""",1994,Comedy,French
434,"""Cliffhanger""",1993,Action|Adventure|Crime,French
435,"""Coneheads""",1993,Comedy|Sci-Fi,Spanish
436,"""Color Of Night""",1994,Drama|Thriller,German
437,"""Cops And Robbersons""",1994,Comedy,German
438,"""The Cowboy Way""",1994,Action|Comedy,French
439,"""Dangerous Game""",1993,Drama,Italian
440,"""Dave""",1993,Comedy|Romance,German
441,"""Dazed And Confused""",1993,Comedy,Italian
442,"""Demolition Man""",1993,Action|Sci-Fi,Italian
443,"""The Endless Summer 2""",1994,Documentary,German
444,"""Even Cowgirls Get The Blues""",1993,Comedy|Romance,German
445,"""Fatal Instinct""",1993,Comedy,French
446,"""Farewell My Concubine""",1993,Drama|Romance,English
447,"""The Favor""",1994,Comedy|Romance,French
448,"""Fearless""",1993,Drama,English
449,"""Fear Of A Black Hat""",1993,Comedy,English
450,"""With Honors""",1994,Comedy|Drama,French
451,"""Flesh And Bone""",1993,Drama|Mystery|Romance,German
452,"""Widows' Peak""",1994,Drama,English
453,"""For Love Or Money""",1993,Comedy,Italian
454,"""The Firm""",1993,Drama|Thriller,German
455,"""Free Willy""",1993,Adventure|Children's|Drama,Italian
456,"""Fresh""",1994,Drama,German
457,"""The Fugitive""",1993,Action|Thriller,French
458,"""Geronimo: An American Legend""",1993,Drama|Western,Spanish
459,"""The Getaway""",1994,Action,Spanish
460,"""Getting Even With Dad""",1994,Comedy,German
461,"""Go Fish""",1994,Drama|Romance,German
462,"""A Good Man In Africa""",1994,Action|Adventure,Italian
463,"""Guilty As Sin""",1993,Crime|Drama|Thriller,German
464,"""Hard Target""",1993,Action|Adventure|Crime|Thriller,German
465,"""Heaven & Earth""",1993,Action|Drama|War,French
466,"""Hot Shots! Part Deux""",1993,Action|Comedy|War,Spanish
467,"""Live Nude Girls""",1995,Comedy,Italian
468,"""The Englishman Who Went Up A Hill, But Came Down A Mountain""",1995,Comedy|Romance,Italian
469,"""The House Of The Spirits""",1993,Drama|Romance,English
470,"""House Party 3""",1994,Comedy,Spanish
471,"""The Hudsucker Proxy""",1994,Comedy|Romance,Spanish
472,"""I'Ll Do Anything""",1994,Comedy|Drama,English
473,"""In The Army Now""",1994,Comedy|War,Italian
474,"""In The Line Of Fire""",1993,Action|Thriller,English
475,"""In The Name Of The Father""",1993,Drama,Spanish
476,"""The Inkwell""",1994,Comedy|Drama,Italian
477,"""What'S Love Got To Do With It?""",1993,Drama,German
478,"""Jimmy Hollywood""",1994,Comedy,German
479,"""Judgment Night""",1993,Action,German
480,"""Jurassic Park""",1993,Action|Adventure|Sci-Fi,German
481,"""Kalifornia""",1993,Drama|Thriller,Spanish
482,"""Killing Zoe""",1994,Thriller,Spanish
483,"""King Of The Hill""",1993,Drama,French
484,"""Lassie""",1994,Adventure|Children's,French
485,"""Last Action Hero""",1993,Action|Comedy,Spanish
486,"""Life With Mikey""",1993,Comedy,French
487,"""Lightning Jack""",1994,Comedy|Western,English
488,"""M. Butterfly""",1993,Drama,French
489,"""Made In America""",1993,Comedy,German
490,"""Malice""",1993,Thriller,Spanish
491,"""The Man Without A Face""",1993,Drama,German
492,"""Manhattan Murder Mystery""",1993,Comedy|Mystery,Spanish
493,"""Menace Ii Society""",1993,Action|Crime|Drama,Spanish
494,"""Executive Decision""",1996,Action|Thriller,Spanish
495,"""In The Realm Of The Senses (Ai No Corrida)""",1976,Drama,Spanish
496,"""What Happened Was...""",1994,Comedy|Drama|Romance,English
497,"""Much Ado About Nothing""",1993,Comedy|Romance,Spanish
498,"""Mr. Jones""",1993,Drama|Romance,English
499,"""Mr. Wonderful""",1993,Comedy|Romance,German
500,"""Mrs. Doubtfire""",1993,Comedy,Italian
501,"""Naked""",1993,Drama,French
502,"""The Next Karate Kid""",1994,Action|Children's,Spanish
503,"""The New Age""",1994,Drama,French
504,"""No Escape""",1994,Action|Sci-Fi,Spanish
505,"""North""",1994,Comedy,German
506,"""Orlando""",1993,Drama,German
507,"""A Perfect World""",1993,Action|Drama,Italian
508,"""Philadelphia""",1993,Drama,German
509,"""The Piano""",1993,Drama|Romance,Spanish
